Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Juventus FC,Gianluigi Buffon,41,Italy,Goalkeeper,GK,£900Th.,Paris Saint-Germain,France,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/gianluigi-buffon/profil/spieler/5023
Juventus FC,Adrien Rabiot,24,France,Central Midfield,CM,£31.50m,Paris Saint-Germain,France,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/adrien-rabiot/profil/spieler/182913
SS Lazio,Manuel Lazzari,25,Italy,Right Midfield,RM,£16.20m,SPAL,Italy,£12.38m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/manuel-lazzari/profil/spieler/331401
SS Lazio,Pedro Neto,19,Portugal,Second Striker,SS,£2.25m,SC Braga,Portugal,£9.90m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/pedro-neto/profil/spieler/487465
SS Lazio,Denis Vavro,23,Slovakia,Centre-Back,CB,£5.40m,FC Copenhagen,Denmark,£9.45m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/denis-vavro/profil/spieler/239962
SS Lazio,Bruno Jordão,20,Portugal,Central Midfield,CM,£900Th.,SC Braga,Portugal,£4.77m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/bruno-jordao/profil/spieler/415646
SS Lazio,Patryk Dziczek,21,Poland,Defensive Midfield,DM,£1.80m,Piast Gliwice,Poland,£1.94m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/patryk-dziczek/profil/spieler/289165
SS Lazio,Jony,28,Spain,Left Midfield,LM,£9.00m,Málaga CF,Spain,£1.31m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jony/profil/spieler/228761
SS Lazio,Sofian Kiyine,21,Morocco,Central Midfield,CM,£1.35m,Chievo Verona,Italy,£900Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/sofian-kiyine/profil/spieler/393804
SS Lazio,Fabio Maistro,21,Italy,Central Midfield,CM,£135Th.,FC Rieti,Italy,£162Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/fabio-maistro/profil/spieler/398031
SS Lazio,Andreas Karo,22,Cyprus,Centre-Back,CB,£270Th.,Apollon Limassol,Cyprus,£149Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/andreas-karo/profil/spieler/203966
SS Lazio,Cedric Gondo,22,Cote d'Ivoire,Centre-Forward,CF,£248Th.,FC Rieti,Italy,£117Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/cedric-gondo/profil/spieler/213854
SS Lazio,Bobby Adekanye,20,Netherlands,Right Winger,RW,-,Liverpool FC U23,England,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/bobby-adekanye/profil/spieler/331514
SS Lazio,Luca Germoni,21,Italy,Left-Back,LB,£360Th.,Virtus Entella,Italy,£900,In,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-germoni/profil/spieler/339566
SS Lazio,Abukar Mohamed,20,Finland,Central Midfield,CM,£68Th.,Lazio Primavera,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/abukar-mohamed/profil/spieler/363714
SS Lazio,Nicolò Armini,18,Italy,Centre-Back,CB,-,Lazio Primavera,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/nicolo-armini/profil/spieler/421775
SS Lazio,Jorge Silva,20,Portugal,Centre-Back,CB,£45Th.,Lazio Primavera,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jorge-silva/profil/spieler/462251
US Lecce,Romario Benzar,27,Romania,Right-Back,RB,£2.25m,FCSB,Romania,£1.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/romario-benzar/profil/spieler/164231
US Lecce,Diego Farias,29,Brazil,Second Striker,SS,£4.05m,Cagliari Calcio,Italy,Loan fee:£1.35m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/diego-farias/profil/spieler/83877
US Lecce,Khouma Babacar,26,Senegal,Centre-Forward,CF,£7.20m,US Sassuolo,Italy,Loan fee:£900Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/khouma-babacar/profil/spieler/124902
US Lecce,Brayan Vera,20,Colombia,Left-Back,LB,£90Th.,Leones FC,Colombia,£720Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/brayan-vera/profil/spieler/642967
US Lecce,Panagiotis Tachtsidis,28,Greece,Defensive Midfield,DM,£1.08m,Nottingham Forest,England,£450Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/panagiotis-tachtsidis/profil/spieler/62415
US Lecce,Cristian Dell'Orco,25,Italy,Left-Back,LB,£900Th.,US Sassuolo,Italy,Loan fee:£225Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/cristian-dellorco/profil/spieler/240244
US Lecce,Biagio Meccariello,28,Italy,Centre-Back,CB,£540Th.,Brescia Calcio,Italy,£90Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/biagio-meccariello/profil/spieler/124002
US Lecce,Yevgen Shakhov,28,Ukraine,Central Midfield,CM,£1.80m,PAOK Thessaloniki,Greece,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/yevgen-shakhov/profil/spieler/58970
US Lecce,Simone Lo Faso,21,Italy,Second Striker,SS,£450Th.,SSD Palermo,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/simone-lo-faso/profil/spieler/349719
US Lecce,Gabriel,26,Brazil,Goalkeeper,GK,£900Th.,AC Perugia Calcio,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/gabriel/profil/spieler/79242
US Lecce,Antonino Gallo,19,Italy,Left-Back,LB,£180Th.,SSD Palermo,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/antonino-gallo/profil/spieler/392516
US Lecce,Andrea Rispoli,30,Italy,Right-Back,RB,£900Th.,SSD Palermo,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/andrea-rispoli/profil/spieler/74448
US Lecce,Giannelli Imbula,26,DR Congo,Defensive Midfield,DM,£4.50m,Stoke City,England,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/giannelli-imbula/profil/spieler/130756
US Lecce,Luca Rossettini,34,Italy,Centre-Back,CB,£450Th.,Genoa CFC,Italy,?,In,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-rossettini/profil/spieler/60128
US Lecce,Gianluca Lapadula,29,Italy,Centre-Forward,CF,£4.50m,Genoa CFC,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/gianluca-lapadula/profil/spieler/130394
AC Milan,Franck Kessié,22,Cote d'Ivoire,Central Midfield,CM,£29.70m,Atalanta BC,Italy,£21.60m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/franck-kessie/profil/spieler/294808
AC Milan,Rafael Leão,20,Portugal,Centre-Forward,CF,£13.50m,LOSC Lille,France,£20.70m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/rafael-leao/profil/spieler/357164
AC Milan,Theo Hernández,21,France,Left-Back,LB,£13.50m,Real Madrid,Spain,£18.00m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/theo-hernandez/profil/spieler/339808
AC Milan,Ismaël Bennacer,21,Algeria,Defensive Midfield,DM,£10.80m,FC Empoli,Italy,£14.40m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/ismael-bennacer/profil/spieler/351816
AC Milan,Léo Duarte,23,Brazil,Centre-Back,CB,£3.60m,Clube de Regatas do Flamengo,Brazil,£9.00m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/leo-duarte/profil/spieler/312678
AC Milan,Rade Krunic,25,Bosnia-Herzegovina,Central Midfield,CM,£7.20m,FC Empoli,Italy,£7.20m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/rade-krunic/profil/spieler/259953
AC Milan,Ante Rebic,25,Croatia,Second Striker,SS,£36.00m,Eintracht Frankfurt,Germany,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/ante-rebic/profil/spieler/187587
SSC Napoli,Hirving Lozano,24,Mexico,Left Winger,LW,£36.00m,PSV Eindhoven,Netherlands,£34.20m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/hirving-lozano/profil/spieler/316889
SSC Napoli,Konstantinos Manolas,28,Greece,Centre-Back,CB,£40.50m,AS Roma,Italy,£32.40m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/konstantinos-manolas/profil/spieler/104752
SSC Napoli,Alex Meret,22,Italy,Goalkeeper,GK,£22.50m,Udinese Calcio,Italy,£23.40m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/alex-meret/profil/spieler/240414
SSC Napoli,Eljif Elmas,19,North Macedonia,Central Midfield,CM,£9.00m,Fenerbahce SK,Turkey,£14.40m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/eljif-elmas/profil/spieler/400489
SSC Napoli,Giovanni Di Lorenzo,25,Italy,Right-Back,RB,£8.10m,FC Empoli,Italy,£7.20m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/giovanni-di-lorenzo/profil/spieler/169880
SSC Napoli,David Ospina,30,Colombia,Goalkeeper,GK,£3.60m,Arsenal FC,England,£3.15m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/david-ospina/profil/spieler/73396
SSC Napoli,Orestis Karnezis,33,Greece,Goalkeeper,GK,£1.35m,Udinese Calcio,Italy,£1.35m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/orestis-karnezis/profil/spieler/16408
SSC Napoli,Michael Folorunsho,21,Italy,Central Midfield,CM,£270Th.,Virtus Francavilla Calcio,Italy,£900Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/michael-folorunsho/profil/spieler/377042
SSC Napoli,Eugenio D'Ursi,24,Italy,Second Striker,SS,£315Th.,US Catanzaro,Italy,£900Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/eugenio-dursi/profil/spieler/341498
SSC Napoli,Luigi Liguori,21,Italy,Right Winger,RW,£68Th.,SSC Bari,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/luigi-liguori/profil/spieler/395436
SSC Napoli,Fernando Llorente,34,Spain,Centre-Forward,CF,£3.15m,Tottenham Hotspur,England,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/fernando-llorente/profil/spieler/35564
SSC Napoli,Filippo Costa,24,Italy,Left-Back,LB,£720Th.,SPAL,Italy,?,In,2019,s,serie-a,https://www.transfermarkt.co.uk/filippo-costa/profil/spieler/197743
SSC Napoli,Franco Ferrari,23,Italy,Centre-Forward,CF,£225Th.,Genoa CFC,Italy,?,In,2019,s,serie-a,https://www.transfermarkt.co.uk/franco-ferrari/profil/spieler/409553
SSC Napoli,Gianluca Gaetano,19,Italy,Attacking Midfield,AM,£720Th.,Napoli Primavera ,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/gianluca-gaetano/profil/spieler/358008
Parma Calcio 1913,Andrea Adorante,19,Italy,Centre-Forward,CF,£113Th.,Inter Milan,Italy,£3.60m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/andrea-adorante/profil/spieler/364206
Parma Calcio 1913,José Machín,22,Equatorial Guinea,Central Midfield,CM,£1.44m,Delfino Pescara 1936,Italy,£2.52m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jose-machin/profil/spieler/355104
Parma Calcio 1913,Matteo Darmian,29,Italy,Right-Back,RB,£9.00m,Manchester United,England,£2.23m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/matteo-darmian/profil/spieler/54906
Parma Calcio 1913,Mattia Sprocati,26,Italy,Right Winger,RW,£1.35m,SS Lazio,Italy,£2.07m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/mattia-sprocati/profil/spieler/199274
Parma Calcio 1913,Roberto Inglese,27,Italy,Centre-Forward,CF,£13.50m,SSC Napoli,Italy,Loan fee:£1.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/roberto-inglese/profil/spieler/159337
Parma Calcio 1913,Fabian Pavone,19,Italy,Right Winger,RW,£68Th.,Pescara Primavera,Italy,£1.62m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/fabian-pavone/profil/spieler/411312
Parma Calcio 1913,Hernani,25,Brazil,Defensive Midfield,DM,£3.15m,Zenit St. Petersburg,Russia,Loan fee:£900Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/hernani/profil/spieler/181768
Parma Calcio 1913,Alessandro Martella,18,Italy,Right-Back,RB,£45Th.,Pescara Primavera,Italy,£450Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-martella/profil/spieler/459979
Parma Calcio 1913,Vincent Laurini,30,France,Right-Back,RB,£1.35m,ACF Fiorentina,Italy,£324Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/vincent-laurini/profil/spieler/94936
Parma Calcio 1913,Walid Cheddira,21,Italy,Centre-Forward,CF,£180Th.,ACD Sangiustese,Italy,£84Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/walid-cheddira/profil/spieler/521407
Parma Calcio 1913,Simone Colombi,28,Italy,Goalkeeper,GK,£720Th.,Carpi FC 1909,Italy,£46Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/simone-colombi/profil/spieler/57285
Parma Calcio 1913,Yann Karamoh,21,France,Right Winger,RW,£9.00m,Inter Milan,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/yann-karamoh/profil/spieler/324804
Parma Calcio 1913,Fabrizio Alastra,21,Italy,Goalkeeper,GK,£270Th.,SSD Palermo,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/fabrizio-alastra/profil/spieler/287871
Parma Calcio 1913,Luca Zamparo,24,Italy,Centre-Forward,CF,£203Th.,Reggio Audace FC,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-zamparo/profil/spieler/102413
Parma Calcio 1913,Dejan Kulusevski,19,Sweden,Right Winger,RW,£900Th.,Atalanta BC,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/dejan-kulusevski/profil/spieler/431755
Parma Calcio 1913,Kastriot Dermaku,27,Albania,Centre-Back,CB,£540Th.,Cosenza Calcio,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/kastriot-dermaku/profil/spieler/163647
Parma Calcio 1913,Andreas Cornelius,26,Denmark,Centre-Forward,CF,£2.70m,Atalanta BC,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/andreas-cornelius/profil/spieler/203412
Parma Calcio 1913,Gastón Brugman,26,Uruguay,Defensive Midfield,DM,£2.25m,Delfino Pescara 1936,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/gaston-brugman/profil/spieler/131109
Parma Calcio 1913,Giuseppe Pezzella,21,Italy,Left-Back,LB,£2.70m,Udinese Calcio,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/giuseppe-pezzella/profil/spieler/336960
Parma Calcio 1913,Michele Fornasier,25,Italy,Centre-Back,CB,£315Th.,Delfino Pescara 1936,Italy,?,In,2019,s,serie-a,https://www.transfermarkt.co.uk/michele-fornasier/profil/spieler/141654
Parma Calcio 1913,Emerson Espinoza,18,Ecuador,Defensive Midfield,DM,£270Th.,Club Atlético Boston River,Uruguay,?,In,2019,s,serie-a,https://www.transfermarkt.co.uk/emerson-espinoza/profil/spieler/621169
AS Roma,Leonardo Spinazzola,26,Italy,Left-Back,LB,£13.50m,Juventus FC,Italy,£26.55m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/leonardo-spinazzola/profil/spieler/118689
AS Roma,Pau López,24,Spain,Goalkeeper,GK,£18.00m,Real Betis Balompié,Spain,£21.15m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/pau-lopez/profil/spieler/286415
AS Roma,Bryan Cristante,24,Italy,Central Midfield,CM,£22.50m,Atalanta BC,Italy,£18.90m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/bryan-cristante/profil/spieler/199248
AS Roma,Amadou Diawara,21,Guinea,Defensive Midfield,DM,£13.50m,SSC Napoli,Italy,£18.90m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/amadou-diawara/profil/spieler/355501
AS Roma,Chris Smalling,29,England,Centre-Back,CB,£18.00m,Manchester United,England,Loan fee:£2.70m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/chris-smalling/profil/spieler/103427
AS Roma,Henrikh Mkhitaryan,30,Armenia,Attacking Midfield,AM,£22.50m,Arsenal FC,England,Loan fee:£2.70m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/henrikh-mkhitaryan/profil/spieler/55735
AS Roma,Mert Cetin,22,Turkey,Centre-Back,CB,£225Th.,Genclerbirligi Ankara,Turkey,£2.70m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/mert-cetin/profil/spieler/391498
AS Roma,Gianluca Mancini,23,Italy,Centre-Back,CB,£19.80m,Atalanta BC,Italy,Loan fee:£1.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/gianluca-mancini/profil/spieler/256448
AS Roma,Nikola Kalinic,31,Croatia,Centre-Forward,CF,£9.00m,Atlético Madrid,Spain,Loan fee:£1.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/nikola-kalinic/profil/spieler/36371
AS Roma,Jordan Veretout,26,France,Central Midfield,CM,£18.00m,ACF Fiorentina,Italy,Loan fee:£900Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jordan-veretout/profil/spieler/164771
AS Roma,Davide Zappacosta,27,Italy,Right-Back,RB,£13.50m,Chelsea FC,England,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/davide-zappacosta/profil/spieler/173859
AS Roma,Stefano Greco,20,Italy,Goalkeeper,GK,£68Th.,Roma Primavera,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/stefano-greco/profil/spieler/319177
UC Sampdoria,Emil Audero,22,Italy,Goalkeeper,GK,£13.50m,Juventus FC,Italy,£18.00m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/emil-audero/profil/spieler/256339
UC Sampdoria,Jakub Jankto,23,Czech Republic,Central Midfield,CM,£10.80m,Udinese Calcio,Italy,£13.05m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jakub-jankto/profil/spieler/319160
UC Sampdoria,Fabio Depaoli,22,Italy,Right-Back,RB,£4.50m,Chievo Verona,Italy,£4.05m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/fabio-depaoli/profil/spieler/324282
UC Sampdoria,Julian Chabot,21,Germany,Centre-Back,CB,£3.15m,FC Groningen,Netherlands,£3.33m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/julian-chabot/profil/spieler/303219
UC Sampdoria,Alex Ferrari,25,Italy,Centre-Back,CB,£1.35m,Bologna FC 1909,Italy,£3.24m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/alex-ferrari/profil/spieler/197491
UC Sampdoria,Mehdi Léris,21,France,Central Midfield,CM,£2.25m,Chievo Verona,Italy,£2.52m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/mehdi-leris/profil/spieler/348601
UC Sampdoria,Gonzalo Maroni,20,Argentina,Attacking Midfield,AM,£4.50m,Club Atlético Boca Juniors,Argentina,Loan fee:£954Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/gonzalo-maroni/profil/spieler/441385
UC Sampdoria,Leonardo Benedetti,19,Italy,Central Midfield,CM,£90Th.,Spezia Calcio,Italy,£765Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/leonardo-benedetti/profil/spieler/423615
UC Sampdoria,Emiliano Rigoni,26,Argentina,Right Winger,RW,£7.20m,Zenit St. Petersburg,Russia,Loan fee:£450Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/emiliano-rigoni/profil/spieler/282544
UC Sampdoria,Morten Thorsby,23,Norway,Central Midfield,CM,£2.25m,SC Heerenveen,Netherlands,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/morten-thorsby/profil/spieler/226524
UC Sampdoria,Jeison Murillo,27,Colombia,Centre-Back,CB,£9.00m,Valencia CF,Spain,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jeison-murillo/profil/spieler/131102
UC Sampdoria,Andrea Seculin,29,Italy,Goalkeeper,GK,£270Th.,Chievo Verona,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/andrea-seculin/profil/spieler/85380
UC Sampdoria,Tommaso Augello,24,Italy,Left-Back,LB,£900Th.,Spezia Calcio,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/tommaso-augello/profil/spieler/284595
UC Sampdoria,Andrea Bertolacci,28,Italy,Central Midfield,CM,£2.70m,,Without Club,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/andrea-bertolacci/profil/spieler/99227
US Sassuolo,Manuel Locatelli,21,Italy,Central Midfield,CM,£10.80m,AC Milan,Italy,£11.25m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/manuel-locatelli/profil/spieler/265088
US Sassuolo,Merih Demiral,21,Turkey,Centre-Back,CB,£13.50m,Alanyaspor,Turkey,£7.20m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/merih-demiral/profil/spieler/340879
US Sassuolo,Alessandro Russo,18,Italy,Goalkeeper,GK,-,Genoa CFC,Italy,£6.30m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-russo/profil/spieler/481344
US Sassuolo,Francesco Caputo,31,Italy,Centre-Forward,CF,£3.60m,FC Empoli,Italy,£6.30m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/francesco-caputo/profil/spieler/84765
US Sassuolo,Pedro Obiang,27,Equatorial Guinea,Central Midfield,CM,£6.30m,West Ham United,England,£6.30m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/pedro-obiang/profil/spieler/101213
US Sassuolo,Rogério,21,Brazil,Left-Back,LB,£9.00m,Juventus FC,Italy,£5.40m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/rogerio/profil/spieler/401527
US Sassuolo,Mert Müldür,20,Turkey,Right-Back,RB,£2.70m,Rapid Vienna,Austria,£3.51m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/mert-muldur/profil/spieler/353922
US Sassuolo,Grégoire Defrel,28,Martinique,Centre-Forward,CF,£10.80m,AS Roma,Italy,Loan fee:£2.70m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/gregoire-defrel/profil/spieler/163222
US Sassuolo,Marco Sala,20,Italy,Left-Back,LB,£270Th.,Inter Milan,Italy,£2.70m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/marco-sala/profil/spieler/392570
US Sassuolo,Jeremy Toljan,24,Germany,Right-Back,RB,£2.70m,Borussia Dortmund,Germany,Loan fee:£2.03m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jeremy-toljan/profil/spieler/129674
US Sassuolo,Vlad Chiriches,29,Romania,Centre-Back,CB,£4.05m,SSC Napoli,Italy,Loan fee:£1.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/vlad-chiriches/profil/spieler/123261
US Sassuolo,Andreaw Gravillon,21,Guadeloupe,Centre-Back,CB,£4.50m,Inter Milan,Italy,Loan fee:£900Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/andreaw-gravillon/profil/spieler/395083
US Sassuolo,Andrea Meroni,22,Italy,Centre-Back,CB,£158Th.,AC Pisa 1909,Italy,£630Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/andrea-meroni/profil/spieler/337149
US Sassuolo,Georgios Kyriakopoulos,23,Greece,Left-Back,LB,£540Th.,Asteras Tripolis,Greece,Loan fee:£180Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/georgios-kyriakopoulos/profil/spieler/311178
US Sassuolo,Hamed Junior Traorè,19,Cote d'Ivoire,Attacking Midfield,AM,£12.60m,FC Empoli,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/hamed-junior-traore/profil/spieler/391065
US Sassuolo,Filippo Romagna,22,Italy,Centre-Back,CB,£5.40m,Cagliari Calcio,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/filippo-romagna/profil/spieler/256678
US Sassuolo,Stefano Turati,18,Italy,Goalkeeper,GK,-,Sassuolo Primavera,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/stefano-turati/profil/spieler/543666
US Sassuolo,Aristidi Kolaj,20,Albania,Right Winger,RW,£68Th.,Sassuolo Primavera,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/aristidi-kolaj/profil/spieler/396067
SPAL,Andrea Petagna,24,Italy,Centre-Forward,CF,£18.00m,Atalanta BC,Italy,£10.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/andrea-petagna/profil/spieler/199258
SPAL,Alessandro Murgia,22,Italy,Central Midfield,CM,£4.50m,SS Lazio,Italy,£3.60m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-murgia/profil/spieler/289061
SPAL,Igor,21,Brazil,Centre-Back,CB,£1.35m,Red Bull Salzburg,Austria,£2.70m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/igor/profil/spieler/380350
SPAL,Mattia Valoti,25,Italy,Central Midfield,CM,£900Th.,Hellas Verona,Italy,£2.70m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/mattia-valoti/profil/spieler/167741
SPAL,Mohamed Fares,23,Algeria,Left Midfield,LM,£5.40m,Hellas Verona,Italy,£2.43m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/mohamed-fares/profil/spieler/287700
SPAL,Arkadiusz Reca,24,Poland,Left-Back,LB,£3.15m,Atalanta BC,Italy,Loan fee:£360Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/arkadiusz-reca/profil/spieler/268178
SPAL,Lorenzo Dickmann,22,Italy,Right-Back,RB,£1.44m,Novara Calcio 1908,Italy,£225Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/lorenzo-dickmann/profil/spieler/283060
SPAL,Etrit Berisha,30,Albania,Goalkeeper,GK,£2.70m,Atalanta BC,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/etrit-berisha/profil/spieler/77825
SPAL,Davide Mazzocco,23,Italy,Central Midfield,CM,£225Th.,Calcio Padova,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/davide-mazzocco/profil/spieler/240254
SPAL,Jacopo Sala,27,Italy,Right-Back,RB,£1.44m,UC Sampdoria,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jacopo-sala/profil/spieler/96806
SPAL,Marco D'Alessandro,28,Italy,Right Midfield,RM,£1.80m,Atalanta BC,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/marco-dalessandro/profil/spieler/99232
SPAL,Federico Di Francesco,25,Italy,Left Winger,LW,£4.05m,US Sassuolo,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/federico-di-francesco/profil/spieler/38607
SPAL,Nenad Tomović,31,Serbia,Centre-Back,CB,£540Th.,Chievo Verona,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/nenad-tomovi%C4%87/profil/spieler/47085
SPAL,Karlo Letica,22,Croatia,Goalkeeper,GK,£1.62m,Club Brugge KV,Belgium,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/karlo-letica/profil/spieler/318707
SPAL,Paolo Cannistrà,18,Italy,Centre-Back,CB,£23Th.,SPAL Primavera,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/paolo-cannistra/profil/spieler/479709
